"winner","round_type","ct","t"
"ct","NORMAL",28850,26750
"ct","NORMAL",22900,23450
"t","FORCE_BUY",22100,10200
"t","ECO",8800,26800
"t","ECO",3450,27400
"ct","NORMAL",21150,26500
"ct","NORMAL",25550,24000
"ct","NORMAL",27250,17100
"ct","SEMI_ECO",30200,13100
"t","FORCE_BUY",31050,18350
"ct","PISTOL_ROUND",4200,4350
"ct","ECO",17400,4550
"ct","ECO",24000,5200
"t","NORMAL",27550,22050
"t","ECO",5850,23600
"ct","NORMAL",18450,24800
"ct","NORMAL",26850,26350
"t","FORCE_BUY",32000,15650
"ct","NORMAL",27200,19550
"ct","ECO",29600,5700
"t","PISTOL_ROUND",3600,4300
"t","SEMI_ECO",6150,15350
"t","ECO",3800,20650
"t","NORMAL",25100,23650
"ct","ECO",6650,26350
"ct","NORMAL",30900,23500
"ct","ECO",31300,4850
"ct","NORMAL",28400,19550
"t","NORMAL",30850,20550
"t","ECO",4600,25850
"t","ECO",7500,26750
"ct","NORMAL",19550,25200
"ct","NORMAL",29650,21400
"t","FORCE_BUY",29200,16700
"t","NORMAL",18450,16300
"ct","PISTOL_ROUND",3650,4150
"ct","ECO",14300,5000
"ct","ECO",20800,4150
"t","NORMAL",27400,18400
"ct","NORMAL",26000,18750
"ct","FORCE_BUY",26450,15150
"ct","ECO",28000,8200
"ct","FORCE_BUY",26600,14800
"t","PISTOL_ROUND",3600,4250
"t","ECO",5150,16400
"t","ECO",3600,18400
"ct","NORMAL",24950,20950
"ct","NORMAL",27750,18850
"ct","ECO",29500,4250
"ct","NORMAL",32000,21750
"ct","FORCE_BUY",29250,13800
"ct","FORCE_BUY",28550,14400
"t","NORMAL",27800,22500
"ct","FORCE_BUY",20200,11550
"t","NORMAL",27300,17950
"t","ECO",2650,25050
"ct","NORMAL",21300,27200
"t","NORMAL",24050,16650
"t","PISTOL_ROUND",4450,3600
"t","ECO",5000,14750
"t","ECO",5250,23950
"t","NORMAL",26100,27450
"t","ECO",6000,19900
"t","NORMAL",28600,25800
"t","NORMAL",17400,27350
"ct","NORMAL",21350,29300
"t","FORCE_BUY",21800,10850
"t","PISTOL_ROUND",3900,2950
"ct","SEMI_ECO",6300,15050
"ct","NORMAL",16800,13450
"ct","ECO",19500,5800
"ct","ECO",26150,3100
"ct","NORMAL",31150,28300
"ct","FORCE_BUY",27100,12800
"t","NORMAL",27900,24050
"t","NORMAL",27350,24750
"t","ECO",5800,27200
"t","NORMAL",26150,29200
"t","ECO",2400,29700
"ct","NORMAL",29350,30300
"ct","NORMAL",25150,31250
"t","NORMAL",18350,26850
"t","PISTOL_ROUND",4400,4250
"t","SEMI_ECO",6750,16200
"t","ECO",1200,16200
"t","NORMAL",24000,18850
"t","ECO",2250,26950
"ct","NORMAL",24650,26950
"ct","NORMAL",29600,26950
"ct","NORMAL",32700,22650
"ct","ECO",31200,5600
"ct","NORMAL",35650,26250
"t","NORMAL",33450,24900
"ct","NORMAL",29750,22500
"ct","NORMAL",24450,21950
"ct","FORCE_BUY",28050,16100
"t","ECO",30550,9750
"ct","PISTOL_ROUND",4300,4300
"ct","ECO",18050,1200
"t","NORMAL",22300,23500
"t","ECO",6600,25300
"ct","NORMAL",19700,23100
"ct","FORCE_BUY",25400,13500
"t","ECO",24300,3250
"t","ECO",3000,24800
"t","NORMAL",20200,30250
"t","ECO",3500,27850
"ct","NORMAL",28150,26750
"ct","FORCE_BUY",32100,18100
"ct","ECO",22400,4400
"ct","NORMAL",23700,24600
"ct","SEMI_ECO",27300,11300
"t","PISTOL_ROUND",4400,4100
"t","NORMAL",7850,12700
"t","ECO",1500,19200
"ct","NORMAL",24200,24500
"ct","NORMAL",23050,22800
"ct","ECO",28200,3000
"t","NORMAL",30150,22250
"t","NORMAL",22300,24600
"ct","ECO",9200,24750
"ct","ECO",25700,1600
"ct","NORMAL",29700,23350
"ct","ECO",33800,1600
"t","NORMAL",30350,26650
"t","NORMAL",24000,27650
"ct","PISTOL_ROUND",4400,3700
"ct","ECO",17050,4050
"ct","ECO",17750,1600
"ct","NORMAL",25100,23300
"ct","ECO",29050,5800
"t","NORMAL",26700,26850
"t","NORMAL",22050,26450
"t","ECO",4200,26150
"t","NORMAL",28250,23650
"t","NORMAL",14300,21950
"ct","NORMAL",24750,28050
"t","NORMAL",20250,22750
"t","ECO",5450,26200
"t","ECO",3300,22850
"t","NORMAL",22950,29000
"t","PISTOL_ROUND",4450,3600
"t","ECO",4650,13450
"t","ECO",1900,22150
"ct","NORMAL",24150,22000
"t","NORMAL",26950,24100
"t","ECO",4550,24700
"t","NORMAL",17200,25200
"t","ECO",2650,25100
"ct","NORMAL",25850,25600
"ct","NORMAL",25800,25200
"ct","NORMAL",29100,24000
"ct","ECO",28400,4150
"ct","NORMAL",29650,25350
"t","NORMAL",27350,24200
"ct","FORCE_BUY",15100,25600
"t","SEMI_ECO",19450,7800
"ct","SEMI_ECO",8450,19200
"t","NORMAL",21250,14200
"t","NORMAL",17150,19850
"t","ECO",1000,23350
"t","NORMAL",17350,26450
"t","ECO",4350,26250
"t","NORMAL",31050,27850
"t","ECO",6700,28200
"t","NORMAL",23450,28250
"t","ECO",8050,27350
"ct","NORMAL",23950,27350
"ct","NORMAL",29450,22650
"t","NORMAL",31050,27300
"t","FORCE_BUY",8750,17100
"t","ECO",1100,17800
"t","NORMAL",18850,24100
"t","ECO",4000,26450
"ct","NORMAL",29550,27050
"ct","NORMAL",29850,19600
"ct","ECO",31950,1000
"t","NORMAL",31700,23550
"ct","NORMAL",23900,29300
"ct","FORCE_BUY",29050,15800
"t","PISTOL_ROUND",3650,4350
"t","ECO",5050,17550
"t","ECO",1100,19350
"t","NORMAL",25750,26000
"t","ECO",4300,29350
"ct","NORMAL",27800,31050
"ct","NORMAL",26150,18750
"ct","ECO",29250,5450
"ct","NORMAL",28800,20350
"ct","ECO",31350,3050
"t","NORMAL",32150,26000
"t","NORMAL",26450,25050
"t","SEMI_ECO",11000,25100
"ct","NORMAL",26800,22700
"ct","SEMI_ECO",29450,11850
"t","PISTOL_ROUND",4550,3950
"t","SEMI_ECO",7850,17500
"t","ECO",1500,17300
"t","NORMAL",23850,22600
"t","ECO",3050,23450
"ct","NORMAL",23950,28100
"ct","NORMAL",24400,25550
"t","FORCE_BUY",30150,15800
"t","ECO",3250,25550
"t","NORMAL",22050,26150
"t","FORCE_BUY",14100,23700
"t","PISTOL_ROUND",4300,3700
"t","NORMAL",5750,8150
"ct","ECO",3000,20400
"t","NORMAL",24000,23000
"t","ECO",9350,25250
"ct","FORCE_BUY",12600,22800
"t","NORMAL",24950,26450
"ct","ECO",6400,26850
"ct","NORMAL",24100,25150
"ct","ECO",26750,8300
"ct","SEMI_ECO",25700,11300
"ct","NORMAL",28950,19000
"ct","NORMAL",29900,23800
"t","NORMAL",27600,17100
"ct","NORMAL",22850,26700
"t","PISTOL_ROUND",4350,4400
"ct","SEMI_ECO",6850,17000
"t","ECO",19400,5100
"ct","FORCE_BUY",9350,17450
"t","NORMAL",23850,16000
"ct","ECO",6650,21050
"t","FORCE_BUY",26600,14500
"t","ECO",5150,21750
"ct","FORCE_BUY",11500,19250
"t","SEMI_ECO",26250,10950
"t","ECO",9150,24950
"t","PISTOL_ROUND",4250,4150
"t","ECO",4050,13200
"t","ECO",1200,16850
"ct","NORMAL",26150,22300
"t","NORMAL",23650,19600
"t","ECO",3400,27100
"t","ECO",3850,27950
"ct","NORMAL",27000,27750
"t","NORMAL",29400,25850
"ct","ECO",6700,29900
"ct","FORCE_BUY",31250,18700
"ct","ECO",31250,4200
"ct","NORMAL",31750,22350
"ct","SEMI_ECO",32950,13000
"t","NORMAL",32050,25250
"t","PISTOL_ROUND",3550,3800
"ct","ECO",4400,15500
"t","ECO",22300,2200
"ct","ECO",9300,25700
"ct","ECO",25500,2100
"ct","NORMAL",29750,20350
"ct","ECO",28350,2700
"ct","NORMAL",29350,24900
"t","NORMAL",33100,24000
"ct","NORMAL",27250,23800
"t","ECO",33200,6000
"t","ECO",8400,25950
"t","ECO",3100,24350
"t","NORMAL",28100,25300
"t","NORMAL",14150,17400
"ct","NORMAL",32700,26200
"t","NORMAL",33800,25550
"t","NORMAL",34950,30200
"ct","NORMAL",34400,27250
"ct","NORMAL",33950,30000
"t","PISTOL_ROUND",3350,4100
"t","ECO",5200,16150
"t","ECO",2800,18850
"ct","NORMAL",23250,23500
"t","NORMAL",22450,24050
"t","SEMI_ECO",11550,28250
"ct","FORCE_BUY",12800,22750
"ct","NORMAL",23650,21800
"t","ECO",23350,3800
"t","ECO",5000,24750
"t","ECO",1900,24950
"t","NORMAL",28150,28400
"ct","ECO",2100,31150
"t","NORMAL",28100,27250
"ct","ECO",12150,32750
"t","PISTOL_ROUND",4250,3300
"t","FORCE_BUY",5900,12050
"t","ECO",4300,20750
"t","NORMAL",16500,25300
"t","FORCE_BUY",15050,26550
"ct","NORMAL",18350,27950
"ct","NORMAL",22050,19800
"ct","ECO",22200,3250
"ct","NORMAL",20200,25650
"t","FORCE_BUY",28500,16650
"ct","FORCE_BUY",13000,23150
"t","ECO",26700,9250
"t","ECO",7250,20900
"t","ECO",8700,23750
"t","NORMAL",15850,22850
"ct","PISTOL_ROUND",3600,3650
"ct","NORMAL",13050,8400
"ct","ECO",22300,1000
"ct","NORMAL",30000,25400
"ct","SEMI_ECO",30500,11900
"t","FORCE_BUY",33800,17350
"t","NORMAL",26750,26400
"t","FORCE_BUY",12600,27300
"t","NORMAL",12700,20300
"ct","SEMI_ECO",9900,23050
"ct","ECO",20500,2350
"t","FORCE_BUY",29500,16750
"t","NORMAL",21450,20350
"t","ECO",6150,24400
"ct","FORCE_BUY",11500,21700
"t","PISTOL_ROUND",3650,2300
"t","ECO",1000,15200
"ct","NORMAL",17400,17800
"ct","NORMAL",20450,18200
"t","ECO",25250,9000
"t","ECO",2400,22850
"t","NORMAL",24550,26250
"t","ECO",8500,26650
"ct","NORMAL",17650,27550
"t","NORMAL",27350,17200
"t","ECO",8400,26250
"t","PISTOL_ROUND",4300,4250
"ct","SEMI_ECO",6800,17000
"ct","ECO",18000,2500
"t","NORMAL",27450,22450
"t","ECO",5100,25700
"ct","NORMAL",21450,26250
"ct","ECO",31250,2250
"t","FORCE_BUY",34500,20250
"ct","NORMAL",16800,24850
"ct","ECO",24900,2500
"ct","ECO",29850,3850
"ct","NORMAL",32100,26600
"ct","NORMAL",26950,19000
"ct","ECO",32250,4150
"ct","NORMAL",32750,28600
"t","PISTOL_ROUND",4150,4350
"t","FORCE_BUY",7800,17000
"t","ECO",1000,22000
"ct","NORMAL",24000,23400
"ct","NORMAL",23850,24500
"ct","FORCE_BUY",23500,10900
"t","NORMAL",26150,20400
"t","NORMAL",12200,18000
"ct","PISTOL_ROUND",4400,4250
"ct","ECO",18050,2250
"t","NORMAL",20150,24250
"t","FORCE_BUY",11850,24200
"t","ECO",3300,24200
"ct","NORMAL",21550,25500
"t","NORMAL",22350,23800
"t","FORCE_BUY",11400,22100
"t","ECO",5200,25300
"t","FORCE_BUY",12000,25400
"t","FORCE_BUY",13750,25400
"ct","NORMAL",22450,25400
"ct","NORMAL",28250,23800
"t","NORMAL",26850,24100
"t","NORMAL",20100,24200
"ct","ECO",5250,18100
"t","FORCE_BUY",20550,9550
"t","ECO",6750,21800
"t","ECO",3150,25050
"t","NORMAL",26700,29550
"t","ECO",3900,33100
"ct","NORMAL",28850,33100
"t","NORMAL",29950,27550
"ct","ECO",6150,27750
"t","NORMAL",25350,24600
"t","ECO",7050,25400
"t","FORCE_BUY",14050,26000
"ct","FORCE_BUY",12300,25800
"t","NORMAL",25550,29150
"ct","PISTOL_ROUND",4450,3550
"t","ECO",14150,1700
"t","ECO",3200,26750
"ct","ECO",3900,27550
"t","NORMAL",27050,22150
"ct","NORMAL",23800,19650
"t","ECO",15850,4450
"t","ECO",2100,26500
"ct","FORCE_BUY",15100,28350
"t","NORMAL",27250,28300
"t","FORCE_BUY",15000,25500
"t","ECO",2100,26550
"t","NORMAL",20200,26850
"t","SEMI_ECO",12150,27650
"t","NORMAL",25150,27800
"t","PISTOL_ROUND",4450,3700
"ct","SEMI_ECO",7850,19500
"ct","ECO",24000,8500
"ct","SEMI_ECO",31650,13350
"t","ECO",32400,10600
"ct","NORMAL",14300,23700
"ct","ECO",33600,11400
"ct","PISTOL_ROUND",3100,4350
"ct","SEMI_ECO",15950,6400
"ct","ECO",20050,1500
"t","NORMAL",27250,26200
"t","ECO",4850,26000
"t","NORMAL",20100,26600
"t","ECO",3400,26700
"ct","NORMAL",27750,26750
"ct","NORMAL",32800,22450
"ct","ECO",30650,4000
"ct","NORMAL",31150,24400
"ct","ECO",33200,3950
"t","NORMAL",33300,26700
"ct","NORMAL",29400,30700
"ct","FORCE_BUY",32550,15700
"ct","PISTOL_ROUND",3800,4350
"t","ECO",18050,5850
"t","ECO",2400,18200
"t","ECO",3750,18750
"t","NORMAL",25250,29800
"t","SEMI_ECO",12050,30850
"t","NORMAL",21050,31750
"t","PISTOL_ROUND",4250,4400
"ct","FORCE_BUY",7300,14550
"t","ECO",20300,5550
"t","FORCE_BUY",11550,22850
"t","ECO",1500,23050
"t","NORMAL",24350,28250
"t","ECO",1800,27250
"ct","NORMAL",30250,24850
"t","SEMI_ECO",31000,14050
"t","ECO",6050,26850
"t","ECO",3900,22450
"t","NORMAL",20800,25550
"ct","FORCE_BUY",14400,24300
"ct","NORMAL",20000,16900
"ct","ECO",23750,6850
"ct","PISTOL_ROUND",4450,4250
"ct","ECO",19500,5450
"ct","ECO",22200,1500
"t","NORMAL",27900,22200
"t","NORMAL",15450,25700
"t","ECO",7400,25150
"ct","NORMAL",24250,29900
"t","NORMAL",29150,25850
"t","NORMAL",12650,20450
"t","ECO",5600,25400
"t","NORMAL",24150,25400
"ct","ECO",3400,25200
"ct","NORMAL",32000,25650
"ct","PISTOL_ROUND",4300,3000
"t","ECO",19700,6850
"t","ECO",6350,17900
"t","ECO",1000,26600
"ct","NORMAL",19650,25300
"ct","FORCE_BUY",30300,14700
"ct","ECO",27850,1600
"ct","NORMAL",29250,24800
"ct","ECO",30900,7400
"ct","NORMAL",29350,26750
"ct","NORMAL",26000,23450
"ct","NORMAL",25850,16100
"ct","ECO",30450,3750
"ct","FORCE_BUY",34050,17000
"ct","ECO",32400,5900
"ct","PISTOL_ROUND",4450,4300
"ct","ECO",17250,5650
"ct","ECO",24150,1500
"t","NORMAL",27850,23000
"t","ECO",2250,25500
"t","NORMAL",18500,26100
"ct","SEMI_ECO",10950,27550
"t","NORMAL",24500,22750
"t","PISTOL_ROUND",3650,4250
"t","ECO",6750,18200
"t","ECO",1500,17450
"ct","NORMAL",25000,21800
"t","NORMAL",26350,25950
"t","ECO",4600,27150
"t","ECO",7850,28450
"t","ECO",2850,26300
"ct","NORMAL",29100,28050
"t","NORMAL",28800,23050
"t","ECO",6000,27100
"t","NORMAL",20900,28050
"t","NORMAL",21350,28050
"t","ECO",6950,27750
"ct","NORMAL",26550,27750
"t","PISTOL_ROUND",4400,4200
"t","ECO",5250,17500
"t","ECO",1500,21450
"t","NORMAL",25150,24100
"t","ECO",3500,27650
"t","NORMAL",29500,25600
"t","ECO",6450,27350
"ct","NORMAL",28850,24800
"t","NORMAL",27300,19000
"t","ECO",1800,26200
"t","ECO",6050,22450
"t","NORMAL",20300,25400
"t","ECO",5200,27350
"ct","NORMAL",29400,27250
"t","NORMAL",31500,23400
"t","PISTOL_ROUND",4200,4100
"t","SEMI_ECO",6450,16750
"t","ECO",1000,20900
"t","NORMAL",24400,26750
"t","NORMAL",16700,25650
"t","NORMAL",20200,18500
"ct","ECO",8250,22900
"t","NORMAL",30500,20800
"t","ECO",8450,29450
"t","ECO",7300,26950
"t","FORCE_BUY",13450,27250
"ct","FORCE_BUY",14450,27650
"t","NORMAL",29700,25400
"t","NORMAL",18000,27550
"t","FORCE_BUY",13200,27050
"ct","PISTOL_ROUND",4050,4200
"ct","SEMI_ECO",18200,7450
"ct","FORCE_BUY",18900,10400
"t","PISTOL_ROUND",2300,4350
"t","ECO",5600,17650
"t","ECO",2450,16850
"ct","ECO",5500,26550
"ct","NORMAL",29600,20100
"ct","ECO",26750,1900
"t","NORMAL",31050,23300
"ct","NORMAL",27750,23450
"t","ECO",18800,1800
"ct","FORCE_BUY",12650,26400
"ct","ECO",29600,1900
"ct","ECO",26200,2900
"ct","NORMAL",32500,25400
"ct","ECO",33800,5900
"ct","NORMAL",32600,27600
"ct","PISTOL_ROUND",4300,4400
"ct","ECO",18000,4600
"t","NORMAL",20450,17850
"ct","NORMAL",21500,16300
"t","ECO",26000,8250
"t","ECO",1400,19800
"t","NORMAL",18700,25600
"t","FORCE_BUY",15150,28700
"t","FORCE_BUY",15300,26300
"ct","PISTOL_ROUND",4350,4350
"ct","SEMI_ECO",18950,7450
"ct","ECO",22850,2500
"ct","NORMAL",28100,20450
"ct","ECO",30050,4100
"t","NORMAL",29350,27800
"t","NORMAL",23400,28950
"t","FORCE_BUY",12750,23900
"t","ECO",4800,29450
"ct","NORMAL",22450,30150
"t","NORMAL",20850,21200
"t","ECO",3100,28500
"t","ECO",4550,24250
"ct","NORMAL",25250,32600
"t","NORMAL",19950,20200
"t","PISTOL_ROUND",4350,4350
"t","FORCE_BUY",7900,15750
"t","ECO",3000,20100
"t","NORMAL",20450,23400
"ct","NORMAL",19200,29000
"t","NORMAL",21950,26050
"t","FORCE_BUY",16200,28700
"t","NORMAL",21850,31050
"t","FORCE_BUY",14100,29200
"t","SEMI_ECO",11950,28900
"t","PISTOL_ROUND",3600,4250
"t","NORMAL",8450,13950
"t","ECO",1700,17850
"ct","NORMAL",19400,22700
"ct","NORMAL",20700,15500
"ct","SEMI_ECO",29000,12700
"ct","ECO",31800,8700
"ct","NORMAL",32550,25950
"t","FORCE_BUY",30450,15250
"t","NORMAL",19950,22450
"t","ECO",4250,25200
"ct","NORMAL",20250,25450
"ct","ECO",24100,4000
"ct","FORCE_BUY",26750,14400
"ct","ECO",31800,10700
"ct","PISTOL_ROUND",3650,4450
"ct","ECO",17700,6500
"t","ECO",20800,6850
"ct","NORMAL",13100,17000
"ct","NORMAL",24300,18050
"ct","ECO",28250,6500
"ct","SEMI_ECO",30650,11950
"t","FORCE_BUY",31850,17850
"t","NORMAL",24850,23800
"t","ECO",3700,28050
"t","NORMAL",24650,25050
"t","SEMI_ECO",10800,27550
"t","NORMAL",23550,27650
"t","PISTOL_ROUND",4350,4300
"t","FORCE_BUY",7750,13850
"t","ECO",1000,17850
"ct","NORMAL",23200,22300
"ct","NORMAL",22900,21250
"ct","NORMAL",25900,19550
"ct","ECO",22500,3400
"ct","NORMAL",27250,19900
"ct","NORMAL",28400,19750
"t","NORMAL",27950,17650
"t","NORMAL",25700,21650
"t","ECO",3750,24500
"ct","NORMAL",23650,25800
"ct","NORMAL",22650,20500
"ct","FORCE_BUY",26300,13800
"ct","PISTOL_ROUND",4250,4500
"ct","SEMI_ECO",16550,7450
"ct","ECO",23800,1000
"ct","NORMAL",27950,22600
"t","NORMAL",30750,21000
"t","NORMAL",24000,22000
"t","ECO",2350,23750
"t","NORMAL",24850,27450
"t","ECO",6800,30500
"t","NORMAL",28500,28250
"ct","NORMAL",20050,29200
"ct","ECO",29450,8600
"ct","ECO",26250,4400
"ct","ECO",33400,6450
"t","NORMAL",34750,25800
"ct","FORCE_BUY",6500,14100
"ct","ECO",17000,6200
"ct","ECO",25750,2700
"ct","NORMAL",31000,23800
"t","ECO",23750,2300
"t","NORMAL",19100,25500
"t","ECO",1900,27400
"t","NORMAL",20550,27250
"ct","ECO",5200,22050
"t","NORMAL",22850,17200
"t","ECO",6150,20800
"t","ECO",3750,20800
"t","NORMAL",22150,25600
"ct","SEMI_ECO",10300,24500
"t","PISTOL_ROUND",2950,4400
"t","FORCE_BUY",6800,14300
"t","ECO",1500,16400
"t","NORMAL",22650,24000
"t","ECO",2000,26750
"t","NORMAL",28750,23150
"t","ECO",9650,29500
"t","FORCE_BUY",15500,29400
"ct","NORMAL",18150,21700
"t","NORMAL",27550,24000
"ct","SEMI_ECO",12250,27250
"t","NORMAL",23950,26800
"ct","PISTOL_ROUND",4350,3000
"ct","ECO",15550,4350
"ct","ECO",23750,1600
"ct","NORMAL",31700,19300
"ct","ECO",29650,6250
"ct","NORMAL",32250,25100
"ct","NORMAL",32150,21300
"t","SEMI_ECO",31800,12650
"t","FORCE_BUY",13100,26150
"ct","ECO",6600,23250
"t","FORCE_BUY",30250,16450
"t","ECO",7950,24450
"t","NORMAL",20000,23550
"t","ECO",2500,25250
"ct","NORMAL",26350,25300
"ct","PISTOL_ROUND",3650,4300
"t","FORCE_BUY",13850,7500
"t","SEMI_ECO",8750,19650
"t","SEMI_ECO",8650,19800
"t","FORCE_BUY",14050,25200
"ct","NORMAL",20050,25800
"t","FORCE_BUY",24550,13500
"t","SEMI_ECO",8450,21050
"ct","FORCE_BUY",13050,25600
"t","FORCE_BUY",25400,14850
"ct","SEMI_ECO",17500,7450
"ct","ECO",18900,1150
"ct","NORMAL",26300,26100
"ct","ECO",29200,8800
"ct","NORMAL",23200,24800
"ct","NORMAL",27650,20850
"t","NORMAL",28600,24100
"ct","ECO",8400,22950
"ct","ECO",23150,6150
"t","NORMAL",31200,19800
"t","SEMI_ECO",9650,24400
"t","FORCE_BUY",12550,25800
"ct","ECO",9200,25050
"ct","NORMAL",28050,27450
"t","PISTOL_ROUND",4300,2950
"t","SEMI_ECO",7500,17300
"t","ECO",1000,22950
"ct","NORMAL",21850,25050
"ct","NORMAL",27200,26900
"ct","NORMAL",29000,21150
"ct","NORMAL",25750,20700
"ct","ECO",33200,11000
"ct","NORMAL",33600,22450
"t","ECO",35950,7600
"t","NORMAL",31250,28800
"t","PISTOL_ROUND",4500,4300
"ct","ECO",6350,18100
"ct","ECO",25450,6800
"t","ECO",28600,3500
"t","NORMAL",14600,23550
"t","ECO",3350,23100
"t","NORMAL",17150,25800
"t","ECO",2900,25600
"ct","NORMAL",24400,28450
"ct","NORMAL",26950,24400
"t","NORMAL",21050,20200
"t","NORMAL",14800,24200
"t","FORCE_BUY",15650,27550
"t","PISTOL_ROUND",4250,3700
"t","ECO",7000,18600
"ct","PISTOL_ROUND",1650,21850
"t","ECO",27850,9350
"t","SEMI_ECO",11650,28100
"t","ECO",2900,27350
"t","NORMAL",23350,19850
"t","ECO",6950,19450
"t","NORMAL",27000,27650
"t","NORMAL",16600,22450
"t","NORMAL",19300,27450
"t","PISTOL_ROUND",4300,2350
"t","ECO",3750,16600
"t","ECO",1600,20600
"ct","NORMAL",19550,19700
"ct","NORMAL",27100,22200
"ct","ECO",30050,5300
"ct","NORMAL",29050,22300
"ct","NORMAL",33600,22550
"ct","ECO",32900,5950
"ct","NORMAL",32700,26950
"ct","NORMAL",30400,19400
"ct","ECO",33600,8500
"ct","NORMAL",31850,21200
"t","NORMAL",30450,23050
"ct","NORMAL",36700,24650
"t","PISTOL_ROUND",4150,3950
"t","FORCE_BUY",8350,16300
"t","ECO",4950,13950
"t","NORMAL",20650,14600
"t","NORMAL",16100,24400
"t","NORMAL",4300,4300
"t","SEMI_ECO",7850,18050
"t","ECO",2600,22300
"ct","NORMAL",21450,23100
"t","NORMAL",28150,27050
"t","NORMAL",19900,27250
"ct","ECO",8250,27850
"ct","NORMAL",31400,27150
"ct","ECO",32750,5800
"ct","FORCE_BUY",35250,21100
"ct","ECO",35350,4100
"ct","NORMAL",36150,26150
"t","FORCE_BUY",34100,16700
"ct","NORMAL",34000,20800
"t","SEMI_ECO",31450,12600
"t","PISTOL_ROUND",4350,3000
"t","SEMI_ECO",8150,19200
"t","ECO",1700,19000
"t","NORMAL",23200,25200
"t","ECO",4700,25500
"t","NORMAL",28750,25000
"t","ECO",9200,28050
"t","NORMAL",26550,28250
"t","PISTOL_ROUND",3600,4350
"t","ECO",5550,19650
"t","ECO",1300,24600
"ct","NORMAL",24650,24900
"t","NORMAL",19600,23850
"ct","FORCE_BUY",10200,19600
"ct","ECO",16950,2100
"t","ECO",29450,6450
"t","ECO",4150,25900
"ct","SEMI_ECO",9100,22600
"ct","ECO",30000,2750
"t","NORMAL",26250,24900
"t","ECO",4150,24900
"t","NORMAL",24700,22850
"t","FORCE_BUY",10450,22600
"ct","PISTOL_ROUND",4350,3650
"ct","ECO",17200,2600
"t","NORMAL",24500,19850
"t","NORMAL",18000,20700
"t","ECO",2800,24700
"ct","NORMAL",18550,25600
"ct","NORMAL",26900,23700
"ct","ECO",29100,5000
"t","SEMI_ECO",27950,11700
"t","ECO",6150,16600
"t","ECO",2550,23300
"t","NORMAL",26300,23350
"t","ECO",4200,28150
"t","NORMAL",28850,28950
"t","NORMAL",20050,28150
"t","PISTOL_ROUND",4350,4200
"t","FORCE_BUY",7250,15500
"ct","ECO",1900,20800
"t","NORMAL",27750,22800
"ct","FORCE_BUY",11550,20900
"ct","ECO",29550,2750
"ct","ECO",31200,1500
"ct","NORMAL",32300,27650
"ct","NORMAL",31350,21100
"t","ECO",31550,2250
"ct","NORMAL",21850,30400
"ct","ECO",33000,4100
"ct","ECO",34400,12400
"ct","SEMI_ECO",34900,14600
"t","PISTOL_ROUND",4300,4350
"t","PISTOL_ROUND",5700,17150
"t","ECO",7900,21200
"ct","FORCE_BUY",11850,20700
"ct","ECO",24450,8350
"ct","ECO",19450,2100
"t","NORMAL",27750,19500
"t","NORMAL",20950,25400
"ct","PISTOL_ROUND",3750,4100
"t","SEMI_ECO",18100,7950
"t","FORCE_BUY",11200,22450
"t","ECO",1400,23300
"ct","NORMAL",23600,24800
"ct","NORMAL",27200,23500
"ct","ECO",28450,2200
"t","NORMAL",30300,19350
"ct","NORMAL",26100,26700
"ct","NORMAL",29200,20250
"ct","ECO",30450,1600
"t","NORMAL",30650,23300
"ct","NORMAL",28400,24550
"ct","ECO",28650,7050
"ct","FORCE_BUY",32800,16150
"ct","PISTOL_ROUND",4300,4300
"t","SEMI_ECO",19100,7650
"t","FORCE_BUY",9650,19200
"t","ECO",5850,22350
"ct","NORMAL",18650,25600
"ct","NORMAL",24750,20700
"ct","ECO",25500,3650
"t","NORMAL",30200,25250
"t","NORMAL",22050,29750
"ct","SEMI_ECO",10550,27450
"t","SEMI_ECO",20200,7900
"ct","PISTOL_ROUND",4350,3550
"ct","SEMI_ECO",17800,6800
"ct","ECO",21700,1600
"t","NORMAL",29050,22350
"t","NORMAL",16650,18750
"t","ECO",2800,23350
"ct","NORMAL",20000,25250
"t","NORMAL",18500,19850
"t","SEMI_ECO",7750,18600
"t","ECO",1500,26250
"t","NORMAL",23500,28250
"t","ECO",5050,24700
"t","NORMAL",28300,28250
"ct","ECO",9200,27350
"ct","NORMAL",28800,25000
"ct","PISTOL_ROUND",3550,3750
"ct","ECO",19650,6550
"ct","ECO",23600,1000
"ct","NORMAL",25600,23750
"ct","NORMAL",30900,20900
"ct","NORMAL",31600,23100
"ct","SEMI_ECO",32250,14050
"t","PISTOL_ROUND",4250,4300
"ct","FORCE_BUY",7900,16000
"t","NORMAL",23300,17150
"t","SEMI_ECO",10000,22000
"t","ECO",2550,24900
"t","NORMAL",23450,25100
"t","ECO",6100,25200
"ct","NORMAL",27200,25600
"ct","NORMAL",24950,26850
"ct","NORMAL",27400,25200
"t","ECO",31150,7500
"ct","FORCE_BUY",15600,27250
"ct","SEMI_ECO",29550,11800
"ct","ECO",29950,8150
"t","NORMAL",31500,21950
"t","SEMI_ECO",7750,19150
"t","ECO",1100,17500
"ct","NORMAL",22550,22050
"t","NORMAL",23800,26050
"t","NORMAL",15350,25550
"t","ECO",1000,25700
"ct","NORMAL",22700,25800
"t","NORMAL",26400,27250
"ct","FORCE_BUY",15600,27450
"ct","NORMAL",23950,22300
"ct","NORMAL",25250,21900
